Unix,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USDT,tradecount
0,2024-08-28 03:00:00,BTCUSDT,59359.4,59400.3,59180,59275.1,2279.458,135155835.3373,0
0,2024-08-28 02:45:00,BTCUSDT,59570.8,59620.7,59355.3,59359.4,1092.504,64977250.8291,0
0,2024-08-28 02:30:00,BTCUSDT,59649.1,59661.2,59499.8,59570.8,2662.338,158615222.8668,0
0,2024-08-28 02:15:00,BTCUSDT,59190,59743.6,59112.9,59649.1,4733.93,281604504.5465,0
0,2024-08-28 02:00:00,BTCUSDT,59452.4,59455.6,59094.9,59190,3191.812,189140156.2307,0
0,2024-08-28 01:45:00,BTCUSDT,59055,59498.2,59000.1,59452.4,3608.803,214048366.1455,0
0,2024-08-28 01:30:00,BTCUSDT,58881,59301.2,58664.2,59055,6510.123,384109704.2534,0
0,2024-08-28 01:15:00,BTCUSDT,58255.3,59123,57931.3,58881,12250.399,719419035.9795,0
0,2024-08-28 01:00:00,BTCUSDT,60369.6,60374.7,58065.9,58255.3,14700.208,873742839.433,0
0,2024-08-28 00:45:00,BTCUSDT,61053.1,61056.8,59649.9,60369.6,11698.687,705595348.4271,0
0,2024-08-28 00:30:00,BTCUSDT,61381.7,61381.7,60581.3,61053.1,11085.778,676778069.8978,0
0,2024-08-28 00:15:00,BTCUSDT,61534.3,61688.1,61136.8,61381.7,5317.617,326476103.3507,0
0,2024-08-28 00:00:00,BTCUSDT,61826.4,61913.7,61520,61534.3,915.868,56555196.4619,0
0,2024-08-27 23:45:00,BTCUSDT,61915.5,61944.2,61804.1,61826.4,366.779,22688309.3779,0
0,2024-08-27 23:30:00,BTCUSDT,61957.2,61961.6,61902.1,61915.5,203.822,12622527.5909,0
0,2024-08-27 23:15:00,BTCUSDT,61892.4,61959.3,61823.2,61957.2,574.323,35545726.6184,0
0,2024-08-27 23:00:00,BTCUSDT,62062.8,62062.8,61869.8,61892.4,527.421,32675464.3858,0
0,2024-08-27 22:45:00,BTCUSDT,62027,62080,61836.6,62062.8,1334.35,82635096.8043,0
0,2024-08-27 22:30:00,BTCUSDT,62120,62120,61980.7,62027,460.183,28550791.3147,0
0,2024-08-27 22:15:00,BTCUSDT,62143.8,62152.9,62007.5,62120,1266.353,78628146.3199,0
0,2024-08-27 22:00:00,BTCUSDT,62050.7,62158.8,61925.8,62143.8,1037.846,64413326.7467,0
0,2024-08-27 21:45:00,BTCUSDT,62071.3,62092.8,62000,62050.7,582.607,36144740.4345,0
0,2024-08-27 21:30:00,BTCUSDT,61866,62080.6,61836.5,62071.3,851.178,52724987.159,0
0,2024-08-27 21:15:00,BTCUSDT,61917.2,62100,61866,61866,3096.683,191975791.4405,0
0,2024-08-27 21:00:00,BTCUSDT,61892,61938,61851.2,61917.2,886.256,54847876.3134,0
0,2024-08-27 20:45:00,BTCUSDT,61684,61897.2,61678.2,61892,972.154,60115153.3732,0
